Gene_ID,uncleaned,cloak,divvier,taper,divvierpf,gene_cloak,gene_divvier,gene_taper,gene_divvierpf,propagate
1339,0.659084905,0.635084905,0.727084905,0.699084905,0.673084905,0.770084905,0.758084905,0.771084905,0.738084905,0.718084905
1340,0.781728038,0.816728038,0.870728038,0.858728038,0.864728038,0.838728038,0.872728038,0.872728038,0.884728038,0.879728038
1341,0.581161347,0.591161347,0.606161347,0.649161347,0.655161347,0.673161347,0.631161347,0.662161347,0.603161347,0.647161347
1342,0.631606785,0.649606785,0.665606785,0.667606785,0.709606785,0.709606785,0.693606785,0.698606785,0.724606785,0.700606785
1343,0.644137558,0.721137558,0.747137558,0.715137558,0.671137558,0.701137558,0.668137558,0.687137558,0.676137558,0.706137558
1344,0.698132689,0.758132689,0.760132689,0.766132689,0.762132689,0.775132689,0.741132689,0.742132689,0.725132689,0.697132689
1345,0.564161216,0.607161216,0.620161216,0.600161216,0.642161216,0.669161216,0.619161216,0.623161216,0.621161216,0.640161216
1346,0.498492561,0.566492561,0.579492561,0.604492561,0.569492561,0.567492561,0.558492561,0.566492561,0.552492561,0.559492561
1347,0.627821392,0.662821392,0.671821392,0.673821392,0.680821392,0.688821392,0.675821392,0.692821392,0.679821392,0.700821392
1348,0.533640686,0.587640686,0.567640686,0.599640686,0.640640686,0.628640686,0.605640686,0.621640686,0.609640686,0.624640686
1349,0.634044848,0.663044848,0.691044848,0.705044848,0.747044848,0.709044848,0.683044848,0.737044848,0.694044848,0.688044848
1350,0.579836367,0.619836367,0.631836367,0.607836367,0.632836367,0.677836367,0.648836367,0.652836367,0.667836367,0.653836367
1351,0.692714663,0.708714663,0.752714663,0.695714663,0.741714663,0.755714663,0.774714663,0.789714663,0.776714663,0.737714663
1352,0.729278542,0.789278542,0.793278542,0.757278542,0.802278542,0.787278542,0.763278542,0.752278542,0.748278542,0.764278542
1353,0.554057012,0.573057012,0.624057012,0.613057012,0.634057012,0.618057012,0.589057012,0.655057012,0.608057012,0.595057012
1354,0.593066649,0.607066649,0.619066649,0.553066649,0.583066649,0.707066649,0.628066649,0.664066649,0.651066649,0.653066649
1355,0.720790414,0.748790414,0.761790414,0.771790414,0.709790414,0.822790414,0.776790414,0.796790414,0.751790414,0.793790414
1356,0.530297248,0.590297248,0.599297248,0.578297248,0.610297248,0.577297248,0.559297248,0.522297248,0.527297248,0.558297248
1357,0.697385579,0.720385579,0.712385579,0.728385579,0.780385579,0.760385579,0.750385579,0.735385579,0.761385579,0.776385579
1358,0.816999687,0.845999687,0.871999687,0.849999687,0.845999687,0.891999687,0.854999687,0.858999687,0.821999687,0.839999687
1359,0.78799678,0.78099678,0.82199678,0.82499678,0.86399678,0.83699678,0.80499678,0.79199678,0.79399678,0.81699678
1360,0.786648646,0.817648646,0.812648646,0.775648646,0.817648646,0.913648646,0.854648646,0.859648646,0.853648646,0.912648646
1361,0.648319021,0.632319021,0.677319021,0.656319021,0.706319021,0.740319021,0.688319021,0.679319021,0.669319021,0.684319021
1362,0.664021368,0.735021368,0.741021368,0.727021368,0.740021368,0.755021368,0.735021368,0.762021368,0.729021368,0.754021368
1363,0.595182612,0.624182612,0.591182612,0.579182612,0.663182612,0.683182612,0.662182612,0.679182612,0.670182612,0.661182612
1364,0.659667431,0.661667431,0.677667431,0.736667431,0.736667431,0.721667431,0.692667431,0.724667431,0.680667431,0.733667431
1365,0.469514815,0.528514815,0.541514815,0.537514815,0.603514815,0.551514815,0.518514815,0.507514815,0.485514815,0.512514815
1366,0.536228603,0.602228603,0.629228603,0.652228603,0.652228603,0.628228603,0.584228603,0.593228603,0.576228603,0.608228603
1367,0.568874271,0.562874271,0.570874271,0.565874271,0.567874271,0.648874271,0.619874271,0.590874271,0.631874271,0.658874271
1368,0.563859304,0.550859304,0.556859304,0.546859304,0.603859304,0.604859304,0.585859304,0.592859304,0.561859304,0.571859304
1369,0.649235343,0.643235343,0.699235343,0.677235343,0.667235343,0.743235343,0.741235343,0.736235343,0.732235343,0.764235343
1370,0.691803317,0.694803317,0.729803317,0.730803317,0.751803317,0.729803317,0.745803317,0.768803317,0.727803317,0.717803317
1371,0.634905314,0.716905314,0.698905314,0.704905314,0.717905314,0.743905314,0.688905314,0.720905314,0.697905314,0.743905314
1372,0.602267569,0.644267569,0.700267569,0.677267569,0.678267569,0.695267569,0.658267569,0.648267569,0.657267569,0.670267569
1373,0.488433127,0.502433127,0.561433127,0.489433127,0.540433127,0.569433127,0.518433127,0.565433127,0.549433127,0.573433127
1374,0.620151657,0.679151657,0.633151657,0.701151657,0.679151657,0.664151657,0.655151657,0.661151657,0.646151657,0.650151657
1375,0.98112419,1.01912419,1.06112419,0.99712419,1.02312419,1.04112419,1.01612419,1.05212419,0.99612419,1.06412419
1376,0.610855553,0.582855553,0.653855553,0.659855553,0.673855553,0.688855553,0.692855553,0.701855553,0.668855553,0.726855553
1377,0.613372257,0.674372257,0.667372257,0.692372257,0.684372257,0.668372257,0.653372257,0.675372257,0.673372257,0.659372257
1378,0.692024814,0.705024814,0.741024814,0.769024814,0.753024814,0.764024814,0.760024814,0.803024814,0.748024814,0.798024814
1379,0.53766334,0.60066334,0.65866334,0.67766334,0.63966334,0.61866334,0.61166334,0.58866334,0.60566334,0.64566334
1380,0.741768021,0.738768021,0.754768021,0.776768021,0.792768021,0.807768021,0.781768021,0.785768021,0.792768021,0.775768021
1381,0.716836294,0.726836294,0.739836294,0.769836294,0.801836294,0.822836294,0.785836294,0.788836294,0.780836294,0.815836294
1382,0.709587083,0.743587083,0.726587083,0.784587083,0.777587083,0.768587083,0.741587083,0.770587083,0.766587083,0.772587083
1383,0.519714563,0.489714563,0.584714563,0.550714563,0.559714563,0.598714563,0.554714563,0.535714563,0.561714563,0.549714563
1384,0.889321451,0.906321451,0.910321451,0.930321451,0.915321451,0.986321451,0.944321451,0.991321451,0.936321451,0.989321451
1385,0.571533479,0.618533479,0.676533479,0.631533479,0.652533479,0.650533479,0.609533479,0.658533479,0.656533479,0.637533479
1386,0.620406858,0.642406858,0.635406858,0.606406858,0.630406858,0.707406858,0.683406858,0.679406858,0.669406858,0.682406858
1387,0.696667781,0.725667781,0.784667781,0.743667781,0.768667781,0.804667781,0.767667781,0.754667781,0.769667781,0.788667781
1388,0.64375412,0.60075412,0.63375412,0.66675412,0.68275412,0.70175412,0.71675412,0.70575412,0.70775412,0.68275412
1389,0.531742871,0.543742871,0.560742871,0.553742871,0.581742871,0.583742871,0.588742871,0.584742871,0.583742871,0.617742871
1390,0.577904532,0.611904532,0.639904532,0.628904532,0.613904532,0.637904532,0.637904532,0.616904532,0.633904532,0.613904532
1391,0.64660057,0.67360057,0.69260057,0.73460057,0.77760057,0.74360057,0.67660057,0.71460057,0.71060057,0.72060057
1392,0.748369342,0.786369342,0.770369342,0.755369342,0.744369342,0.829369342,0.835369342,0.810369342,0.799369342,0.831369342
1393,0.663491299,0.663491299,0.700491299,0.715491299,0.720491299,0.742491299,0.704491299,0.729491299,0.728491299,0.694491299
1394,0.694448414,0.658448414,0.724448414,0.762448414,0.766448414,0.789448414,0.713448414,0.754448414,0.731448414,0.750448414
1395,0.516528,0.586528,0.566528,0.572528,0.603528,0.574528,0.575528,0.570528,0.568528,0.620528
1396,0.761055387,0.799055387,0.830055387,0.823055387,0.855055387,0.836055387,0.769055387,0.811055387,0.818055387,0.851055387
1397,0.706420784,0.670420784,0.747420784,0.759420784,0.735420784,0.815420784,0.766420784,0.796420784,0.748420784,0.734420784
1398,0.722142663,0.769142663,0.808142663,0.793142663,0.816142663,0.742142663,0.781142663,0.727142663,0.778142663,0.748142663
1399,0.510078564,0.592078564,0.503078564,0.542078564,0.565078564,0.558078564,0.517078564,0.570078564,0.555078564,0.570078564
1400,0.595157891,0.651157891,0.673157891,0.669157891,0.649157891,0.647157891,0.598157891,0.631157891,0.624157891,0.629157891
1401,0.564413533,0.612413533,0.644413533,0.626413533,0.607413533,0.664413533,0.648413533,0.667413533,0.665413533,0.663413533
1402,0.727370336,0.749370336,0.762370336,0.729370336,0.854370336,0.847370336,0.791370336,0.806370336,0.809370336,0.784370336
1403,0.76058911,0.78658911,0.84358911,0.78758911,0.81758911,0.85458911,0.84258911,0.86658911,0.83458911,0.86658911
1404,0.529864404,0.537864404,0.612864404,0.572864404,0.638864404,0.600864404,0.614864404,0.643864404,0.595864404,0.628864404
1405,0.519445166,0.547445166,0.637445166,0.562445166,0.613445166,0.631445166,0.615445166,0.628445166,0.567445166,0.599445166
1406,0.657870496,0.677870496,0.690870496,0.702870496,0.702870496,0.786870496,0.733870496,0.735870496,0.699870496,0.741870496
1407,0.499826187,0.544826187,0.538826187,0.477826187,0.501826187,0.632826187,0.571826187,0.599826187,0.560826187,0.581826187
1408,0.706627945,0.717627945,0.783627945,0.741627945,0.753627945,0.781627945,0.737627945,0.724627945,0.739627945,0.768627945
1409,0.597648429,0.562648429,0.632648429,0.615648429,0.657648429,0.660648429,0.651648429,0.658648429,0.648648429,0.697648429
1410,0.641029926,0.684029926,0.689029926,0.658029926,0.694029926,0.722029926,0.698029926,0.699029926,0.712029926,0.712029926
1411,0.680962201,0.687962201,0.676962201,0.665962201,0.696962201,0.742962201,0.725962201,0.765962201,0.738962201,0.691962201
1412,0.668073232,0.694073232,0.702073232,0.680073232,0.696073232,0.754073232,0.707073232,0.746073232,0.696073232,0.761073232
1413,0.79970258,0.83770258,0.88070258,0.84870258,0.85370258,0.88270258,0.86070258,0.85270258,0.82770258,0.89670258
1414,0.723171328,0.724171328,0.786171328,0.699171328,0.774171328,0.836171328,0.826171328,0.785171328,0.795171328,0.802171328
1415,0.756136296,0.867136296,0.900136296,0.919136296,0.885136296,0.787136296,0.802136296,0.783136296,0.767136296,0.756136296
1416,0.425831617,0.512831617,0.561831617,0.532831617,0.578831617,0.445831617,0.487831617,0.460831617,0.453831617,0.475831617
1417,0.639270102,0.724270102,0.699270102,0.703270102,0.684270102,0.678270102,0.656270102,0.652270102,0.644270102,0.695270102
1418,0.584375074,0.632375074,0.639375074,0.647375074,0.648375074,0.653375074,0.619375074,0.664375074,0.638375074,0.670375074
1419,0.60855707,0.65855707,0.66155707,0.66155707,0.64755707,0.74955707,0.69255707,0.68855707,0.70255707,0.70155707
1420,0.606323239,0.608323239,0.682323239,0.664323239,0.688323239,0.693323239,0.692323239,0.714323239,0.689323239,0.669323239
1421,0.520103011,0.508103011,0.625103011,0.578103011,0.552103011,0.583103011,0.597103011,0.565103011,0.588103011,0.553103011
1422,0.644327618,0.710327618,0.710327618,0.675327618,0.700327618,0.719327618,0.690327618,0.697327618,0.707327618,0.732327618
1423,0.635682575,0.637682575,0.635682575,0.652682575,0.633682575,0.680682575,0.691682575,0.685682575,0.680682575,0.684682575
1424,0.650468841,0.730468841,0.718468841,0.707468841,0.742468841,0.681468841,0.669468841,0.703468841,0.658468841,0.683468841
1425,0.623830056,0.743830056,0.759830056,0.717830056,0.720830056,0.706830056,0.665830056,0.666830056,0.671830056,0.685830056
1426,0.52582307,0.56682307,0.59982307,0.56782307,0.56982307,0.58382307,0.56182307,0.56782307,0.53682307,0.56482307
1427,0.782889031,0.805889031,0.803889031,0.793889031,0.797889031,0.851889031,0.853889031,0.876889031,0.853889031,0.851889031
1428,0.5935213,0.6495213,0.6225213,0.6105213,0.6885213,0.6825213,0.6715213,0.6895213,0.6585213,0.7025213
1429,0.667660126,0.755660126,0.766660126,0.723660126,0.736660126,0.749660126,0.752660126,0.742660126,0.694660126,0.716660126
1430,0.501077716,0.495077716,0.501077716,0.467077716,0.568077716,0.555077716,0.543077716,0.548077716,0.507077716,0.525077716
1431,0.752769571,0.788769571,0.772769571,0.752769571,0.790769571,0.849769571,0.820769571,0.829769571,0.836769571,0.847769571
1432,0.712142601,0.803142601,0.744142601,0.753142601,0.796142601,0.779142601,0.784142601,0.761142601,0.756142601,0.728142601
1433,0.738737332,0.733737332,0.774737332,0.756737332,0.784737332,0.823737332,0.787737332,0.845737332,0.812737332,0.824737332
1434,0.726838769,0.767838769,0.809838769,0.757838769,0.825838769,0.796838769,0.723838769,0.769838769,0.758838769,0.738838769
1435,0.65321737,0.69221737,0.74121737,0.68621737,0.69621737,0.74821737,0.71721737,0.70721737,0.71721737,0.71521737
1436,0.60026357,0.62126357,0.66026357,0.67126357,0.67626357,0.67326357,0.64826357,0.66526357,0.65226357,0.67026357
1437,0.695916589,0.739916589,0.837916589,0.818916589,0.835916589,0.763916589,0.731916589,0.768916589,0.754916589,0.742916589
1438,0.622008283,0.657008283,0.685008283,0.654008283,0.668008283,0.674008283,0.661008283,0.675008283,0.650008283,0.704008283
1439,0.458016789,0.483016789,0.501016789,0.505016789,0.564016789,0.555016789,0.473016789,0.480016789,0.479016789,0.483016789
1440,0.598676761,0.593676761,0.668676761,0.609676761,0.661676761,0.650676761,0.672676761,0.647676761,0.653676761,0.675676761
1441,0.58638673,0.60938673,0.61538673,0.63138673,0.64538673,0.70338673,0.63238673,0.67238673,0.66538673,0.67338673
1442,0.713381918,0.776381918,0.767381918,0.784381918,0.805381918,0.773381918,0.755381918,0.759381918,0.732381918,0.759381918
1443,0.623746144,0.692746144,0.715746144,0.655746144,0.636746144,0.711746144,0.655746144,0.717746144,0.687746144,0.704746144
1444,0.642151736,0.629151736,0.710151736,0.659151736,0.704151736,0.656151736,0.630151736,0.626151736,0.623151736,0.642151736
1445,0.729089181,0.758089181,0.800089181,0.797089181,0.824089181,0.856089181,0.800089181,0.853089181,0.801089181,0.808089181
1446,0.727931294,0.747931294,0.789931294,0.809931294,0.817931294,0.776931294,0.738931294,0.738931294,0.731931294,0.763931294
1447,0.512966391,0.477966391,0.493966391,0.546966391,0.527966391,0.567966391,0.548966391,0.552966391,0.529966391,0.552966391
1448,0.684655591,0.723655591,0.733655591,0.723655591,0.707655591,0.755655591,0.710655591,0.742655591,0.714655591,0.714655591
1449,0.562592602,0.660592602,0.685592602,0.618592602,0.636592602,0.667592602,0.595592602,0.628592602,0.619592602,0.615592602
1450,0.579270678,0.589270678,0.604270678,0.614270678,0.658270678,0.709270678,0.658270678,0.677270678,0.671270678,0.646270678
1451,0.706588895,0.737588895,0.790588895,0.761588895,0.751588895,0.816588895,0.733588895,0.750588895,0.769588895,0.823588895
1452,0.563535641,0.655535641,0.610535641,0.637535641,0.656535641,0.634535641,0.618535641,0.645535641,0.591535641,0.659535641
1453,0.731572042,0.808572042,0.851572042,0.834572042,0.838572042,0.793572042,0.775572042,0.803572042,0.795572042,0.788572042
1454,0.605971465,0.630971465,0.639971465,0.675971465,0.665971465,0.735971465,0.714971465,0.729971465,0.724971465,0.754971465
1455,0.400034136,0.404034136,0.420034136,0.438034136,0.482034136,0.465034136,0.454034136,0.440034136,0.438034136,0.448034136
1456,0.675434769,0.705434769,0.734434769,0.732434769,0.760434769,0.759434769,0.743434769,0.761434769,0.736434769,0.743434769
1457,0.574611138,0.603611138,0.643611138,0.634611138,0.605611138,0.643611138,0.613611138,0.660611138,0.647611138,0.673611138
1458,0.701232589,0.754232589,0.765232589,0.747232589,0.772232589,0.774232589,0.748232589,0.805232589,0.757232589,0.821232589
1459,0.604223186,0.615223186,0.685223186,0.638223186,0.674223186,0.642223186,0.628223186,0.641223186,0.648223186,0.657223186
1460,0.5929183,0.6109183,0.6379183,0.6399183,0.6729183,0.6889183,0.6679183,0.6449183,0.6579183,0.6749183
1461,0.541195086,0.625195086,0.631195086,0.670195086,0.675195086,0.577195086,0.561195086,0.557195086,0.571195086,0.572195086
1462,0.673292417,0.704292417,0.638292417,0.674292417,0.705292417,0.754292417,0.728292417,0.740292417,0.715292417,0.724292417
1463,0.691880291,0.755880291,0.752880291,0.717880291,0.780880291,0.783880291,0.733880291,0.781880291,0.753880291,0.763880291
1464,0.683004987,0.723004987,0.728004987,0.685004987,0.725004987,0.740004987,0.728004987,0.727004987,0.729004987,0.723004987
1465,0.588287653,0.611287653,0.635287653,0.619287653,0.704287653,0.642287653,0.653287653,0.646287653,0.656287653,0.664287653
1466,0.729194272,0.744194272,0.757194272,0.760194272,0.791194272,0.805194272,0.788194272,0.829194272,0.768194272,0.799194272
1467,0.956742825,0.946742825,0.999742825,0.961742825,0.927742825,1.071742825,1.028742825,1.032742825,1.015742825,1.058742825
1468,0.685892848,0.671892848,0.719892848,0.718892848,0.674892848,0.754892848,0.782892848,0.783892848,0.773892848,0.809892848
1469,0.642776504,0.675776504,0.662776504,0.649776504,0.690776504,0.713776504,0.682776504,0.693776504,0.677776504,0.697776504
1470,0.565643527,0.574643527,0.582643527,0.574643527,0.630643527,0.625643527,0.583643527,0.561643527,0.587643527,0.590643527
1471,0.694973748,0.696973748,0.713973748,0.768973748,0.765973748,0.774973748,0.753973748,0.761973748,0.738973748,0.745973748
1472,0.765036175,0.805036175,0.842036175,0.841036175,0.857036175,0.861036175,0.829036175,0.845036175,0.824036175,0.824036175
1473,0.625753827,0.678753827,0.609753827,0.632753827,0.693753827,0.718753827,0.668753827,0.718753827,0.674753827,0.683753827
1474,0.646201199,0.653201199,0.644201199,0.644201199,0.661201199,0.727201199,0.697201199,0.675201199,0.684201199,0.720201199
1475,0.729411431,0.813411431,0.833411431,0.842411431,0.808411431,0.798411431,0.793411431,0.779411431,0.764411431,0.756411431
1476,0.696510063,0.725510063,0.746510063,0.711510063,0.772510063,0.795510063,0.757510063,0.785510063,0.741510063,0.781510063
1477,0.643183144,0.691183144,0.736183144,0.689183144,0.741183144,0.736183144,0.713183144,0.737183144,0.689183144,0.686183144
1478,0.592079585,0.666079585,0.661079585,0.609079585,0.638079585,0.700079585,0.650079585,0.706079585,0.650079585,0.663079585
1479,0.661279502,0.678279502,0.692279502,0.739279502,0.733279502,0.714279502,0.675279502,0.716279502,0.663279502,0.689279502
1480,0.555816596,0.599816596,0.655816596,0.581816596,0.635816596,0.650816596,0.584816596,0.620816596,0.613816596,0.613816596
1481,0.659348715,0.703348715,0.758348715,0.748348715,0.731348715,0.776348715,0.729348715,0.741348715,0.738348715,0.730348715
1482,0.867514969,0.921514969,0.944514969,0.947514969,0.967514969,0.993514969,0.914514969,0.937514969,0.921514969,0.957514969
1483,0.523343933,0.605343933,0.576343933,0.590343933,0.587343933,0.595343933,0.562343933,0.609343933,0.561343933,0.571343933
1484,0.595057789,0.625057789,0.669057789,0.624057789,0.711057789,0.656057789,0.672057789,0.666057789,0.649057789,0.625057789
1485,0.702521499,0.712521499,0.711521499,0.678521499,0.741521499,0.753521499,0.749521499,0.762521499,0.783521499,0.768521499
1486,0.588894269,0.626894269,0.643894269,0.622894269,0.645894269,0.646894269,0.643894269,0.619894269,0.625894269,0.644894269
1487,0.821485227,0.877485227,0.899485227,0.832485227,0.866485227,0.896485227,0.853485227,0.834485227,0.881485227,0.860485227
1488,0.600943228,0.631943228,0.660943228,0.594943228,0.660943228,0.712943228,0.680943228,0.664943228,0.682943228,0.679943228
1489,0.512841871,0.525841871,0.490841871,0.565841871,0.569841871,0.554841871,0.531841871,0.551841871,0.539841871,0.533841871
1490,0.695617264,0.704617264,0.768617264,0.742617264,0.811617264,0.776617264,0.735617264,0.730617264,0.747617264,0.751617264
1491,0.835293098,0.851293098,0.835293098,0.896293098,0.886293098,0.961293098,0.886293098,0.943293098,0.910293098,0.920293098
1492,0.78323354,0.83023354,0.80223354,0.83023354,0.87923354,0.87723354,0.84023354,0.85823354,0.81823354,0.83223354
1493,0.624554442,0.651554442,0.706554442,0.666554442,0.751554442,0.704554442,0.694554442,0.719554442,0.666554442,0.730554442
1494,0.658709794,0.709709794,0.707709794,0.757709794,0.761709794,0.751709794,0.693709794,0.686709794,0.692709794,0.679709794
1495,0.761159159,0.871159159,0.889159159,0.849159159,0.857159159,0.834159159,0.819159159,0.849159159,0.843159159,0.837159159
1496,0.488868389,0.549868389,0.552868389,0.513868389,0.583868389,0.583868389,0.558868389,0.571868389,0.544868389,0.556868389
1497,0.655645997,0.717645997,0.648645997,0.679645997,0.674645997,0.734645997,0.712645997,0.750645997,0.719645997,0.745645997
1498,0.74124431,0.77024431,0.77024431,0.76724431,0.72624431,0.80624431,0.79724431,0.78424431,0.80524431,0.77224431
1499,0.570622797,0.596622797,0.640622797,0.605622797,0.612622797,0.671622797,0.638622797,0.655622797,0.632622797,0.644622797
1500,0.708145345,0.756145345,0.753145345,0.755145345,0.747145345,0.744145345,0.738145345,0.748145345,0.708145345,0.745145345
1501,0.631934727,0.664934727,0.674934727,0.659934727,0.705934727,0.685934727,0.621934727,0.624934727,0.627934727,0.647934727
1502,0.492204404,0.555204404,0.576204404,0.543204404,0.517204404,0.569204404,0.538204404,0.579204404,0.546204404,0.576204404
1503,0.656749492,0.694749492,0.686749492,0.709749492,0.723749492,0.741749492,0.725749492,0.721749492,0.727749492,0.732749492
1504,0.676198006,0.749198006,0.743198006,0.740198006,0.721198006,0.774198006,0.745198006,0.707198006,0.743198006,0.709198006
1505,0.66158159,0.66758159,0.67858159,0.67458159,0.62758159,0.73258159,0.68458159,0.69458159,0.69758159,0.68458159
1506,0.614951114,0.650951114,0.727951114,0.678951114,0.689951114,0.689951114,0.670951114,0.676951114,0.685951114,0.685951114
1507,0.573884102,0.583884102,0.619884102,0.604884102,0.592884102,0.644884102,0.624884102,0.662884102,0.656884102,0.663884102
1508,0.648793747,0.647793747,0.709793747,0.674793747,0.722793747,0.770793747,0.701793747,0.733793747,0.668793747,0.737793747
1509,0.676775918,0.672775918,0.731775918,0.689775918,0.732775918,0.728775918,0.679775918,0.709775918,0.690775918,0.700775918
1510,0.81696463,0.80996463,0.80596463,0.83996463,0.91096463,0.89996463,0.87496463,0.86096463,0.83296463,0.89896463
1511,0.824927881,0.830927881,0.914927881,0.871927881,0.877927881,0.875927881,0.864927881,0.871927881,0.833927881,0.909927881
1512,0.663001278,0.769001278,0.780001278,0.730001278,0.743001278,0.739001278,0.724001278,0.730001278,0.735001278,0.699001278
1513,0.642134231,0.623134231,0.659134231,0.652134231,0.657134231,0.749134231,0.715134231,0.721134231,0.703134231,0.700134231
1514,0.657940096,0.711940096,0.703940096,0.706940096,0.716940096,0.748940096,0.673940096,0.743940096,0.730940096,0.736940096
1515,0.595430167,0.595430167,0.631430167,0.576430167,0.610430167,0.681430167,0.668430167,0.664430167,0.646430167,0.648430167
1516,0.585852416,0.603852416,0.681852416,0.698852416,0.713852416,0.639852416,0.595852416,0.604852416,0.621852416,0.616852416
1517,0.853989905,0.880989905,0.978989905,0.925989905,0.900989905,0.987989905,0.951989905,0.901989905,0.933989905,0.931989905
1518,0.620086478,0.631086478,0.691086478,0.632086478,0.694086478,0.712086478,0.710086478,0.697086478,0.683086478,0.731086478
1519,0.684381872,0.726381872,0.688381872,0.701381872,0.776381872,0.757381872,0.721381872,0.744381872,0.744381872,0.722381872
1520,0.624261393,0.666261393,0.690261393,0.673261393,0.737261393,0.745261393,0.675261393,0.685261393,0.656261393,0.669261393
1521,0.656767981,0.666767981,0.699767981,0.683767981,0.690767981,0.736767981,0.736767981,0.742767981,0.712767981,0.734767981
1522,0.620174086,0.685174086,0.685174086,0.681174086,0.723174086,0.667174086,0.652174086,0.637174086,0.642174086,0.669174086
1523,0.611320124,0.659320124,0.636320124,0.636320124,0.671320124,0.669320124,0.643320124,0.658320124,0.632320124,0.707320124
1524,0.629374132,0.665374132,0.629374132,0.620374132,0.659374132,0.712374132,0.686374132,0.669374132,0.659374132,0.702374132
1525,0.658266213,0.663266213,0.687266213,0.667266213,0.685266213,0.769266213,0.738266213,0.739266213,0.719266213,0.737266213
1526,0.642557881,0.661557881,0.677557881,0.642557881,0.677557881,0.749557881,0.690557881,0.713557881,0.703557881,0.702557881
1527,0.701023352,0.760023352,0.750023352,0.798023352,0.758023352,0.732023352,0.725023352,0.755023352,0.722023352,0.745023352
1528,0.679861437,0.671861437,0.753861437,0.669861437,0.717861437,0.756861437,0.722861437,0.715861437,0.682861437,0.742861437
1529,0.817532174,0.794532174,0.802532174,0.875532174,0.877532174,0.892532174,0.876532174,0.879532174,0.864532174,0.897532174
1530,0.600753977,0.593753977,0.622753977,0.630753977,0.623753977,0.671753977,0.631753977,0.643753977,0.634753977,0.616753977
1531,0.632421538,0.651421538,0.645421538,0.646421538,0.690421538,0.717421538,0.662421538,0.697421538,0.679421538,0.672421538
1532,0.74997943,0.76797943,0.84197943,0.78297943,0.81597943,0.80397943,0.80397943,0.78997943,0.77297943,0.76697943
1533,0.406906159,0.455906159,0.434906159,0.446906159,0.474906159,0.456906159,0.444906159,0.451906159,0.414906159,0.437906159
1534,0.610586319,0.647586319,0.656586319,0.654586319,0.677586319,0.679586319,0.696586319,0.695586319,0.689586319,0.697586319
1535,0.585475372,0.625475372,0.631475372,0.624475372,0.654475372,0.641475372,0.616475372,0.663475372,0.644475372,0.654475372
1536,0.637674,0.699674,0.711674,0.711674,0.722674,0.696674,0.631674,0.650674,0.660674,0.715674
1537,0.693699853,0.748699853,0.781699853,0.791699853,0.762699853,0.802699853,0.777699853,0.778699853,0.755699853,0.792699853
1538,0.707450895,0.706450895,0.735450895,0.742450895,0.739450895,0.790450895,0.741450895,0.771450895,0.756450895,0.769450895
1539,0.765925514,0.875925514,0.830925514,0.802925514,0.873925514,0.873925514,0.870925514,0.826925514,0.833925514,0.874925514
1540,0.576119284,0.563119284,0.614119284,0.594119284,0.626119284,0.683119284,0.623119284,0.629119284,0.621119284,0.667119284
1541,0.606038911,0.586038911,0.667038911,0.636038911,0.640038911,0.675038911,0.679038911,0.690038911,0.671038911,0.629038911
1542,0.56868759,0.56368759,0.60768759,0.62568759,0.61768759,0.65468759,0.64868759,0.65968759,0.62368759,0.65468759
1543,0.542615377,0.570615377,0.591615377,0.585615377,0.620615377,0.631615377,0.564615377,0.574615377,0.591615377,0.604615377
1544,0.724793634,0.717793634,0.773793634,0.761793634,0.770793634,0.808793634,0.766793634,0.776793634,0.773793634,0.783793634
1545,0.733226361,0.765226361,0.773226361,0.753226361,0.792226361,0.844226361,0.814226361,0.814226361,0.800226361,0.791226361
1546,0.583049952,0.568049952,0.592049952,0.601049952,0.663049952,0.647049952,0.651049952,0.673049952,0.615049952,0.656049952
1547,0.696373853,0.718373853,0.676373853,0.728373853,0.716373853,0.805373853,0.732373853,0.741373853,0.774373853,0.736373853
1548,0.590781436,0.613781436,0.671781436,0.601781436,0.658781436,0.682781436,0.627781436,0.653781436,0.637781436,0.650781436
1549,0.533775621,0.530775621,0.561775621,0.570775621,0.599775621,0.569775621,0.552775621,0.589775621,0.563775621,0.555775621
1550,0.593205635,0.602205635,0.625205635,0.625205635,0.593205635,0.681205635,0.652205635,0.706205635,0.663205635,0.680205635
1551,0.647794524,0.649794524,0.706794524,0.679794524,0.666794524,0.690794524,0.712794524,0.716794524,0.701794524,0.697794524
1552,0.475651071,0.451651071,0.528651071,0.431651071,0.489651071,0.540651071,0.525651071,0.518651071,0.486651071,0.504651071
1553,0.519439556,0.549439556,0.554439556,0.538439556,0.560439556,0.628439556,0.579439556,0.593439556,0.551439556,0.597439556
1554,0.560290843,0.600290843,0.638290843,0.607290843,0.589290843,0.674290843,0.611290843,0.655290843,0.614290843,0.658290843
1555,0.57330296,0.67630296,0.69230296,0.63130296,0.64630296,0.63330296,0.58830296,0.62930296,0.58130296,0.61830296
1556,0.582938656,0.613938656,0.587938656,0.605938656,0.619938656,0.672938656,0.601938656,0.656938656,0.637938656,0.672938656
1557,0.605154858,0.637154858,0.677154858,0.646154858,0.665154858,0.679154858,0.634154858,0.687154858,0.629154858,0.607154858
1558,0.625433082,0.666433082,0.663433082,0.670433082,0.655433082,0.685433082,0.651433082,0.646433082,0.672433082,0.671433082
1559,0.768044629,0.790044629,0.835044629,0.839044629,0.832044629,0.862044629,0.835044629,0.852044629,0.846044629,0.814044629
